juggling,block_swap,reversal
0.15218091011047363,0.4927680492401123,0.2944071292877197
0.1591029167175293,0.3532419204711914,0.2642989158630371
0.1688530445098877,0.2982749938964844,0.2664778232574463
0.16405105590820312,0.29763197898864746,0.27156519889831543
0.18007588386535645,0.29635000228881836,0.2646617889404297
0.31781005859375,0.3081669807434082,0.27451586723327637
0.19579315185546875,0.27433085441589355,0.3554849624633789
0.18703603744506836,0.31362199783325195,0.2751500606536865
0.20076298713684082,0.2845001220703125,0.2950930595397949
0.2598099708557129,0.31038784980773926,0.37771010398864746
0.24564886093139648,0.34160709381103516,0.2724480628967285
0.26073694229125977,0.3079850673675537,0.2919480800628662
0.20287513732910156,0.22916793823242188,0.25313401222229004
0.24040889739990234,0.27683591842651367,0.2694559097290039
0.3751509189605713,0.2269270420074463,0.2510240077972412
0.20995616912841797,0.4127159118652344,0.448854923248291
0.5462028980255127,0.22354984283447266,0.6263480186462402
0.22179579734802246,0.6356141567230225,0.35809898376464844
0.38132214546203613,0.43063783645629883,0.5720582008361816
0.3248159885406494,0.29818201065063477,0.35453104972839355
0.35021305084228516,0.3445858955383301,0.3491098880767822
0.3464019298553467,0.30112791061401367,0.27466583251953125
0.5079479217529297,0.36804890632629395,0.4387960433959961
0.2713310718536377,0.41034483909606934,0.33083200454711914
0.30344510078430176,0.21896982192993164,0.2644078731536865
0.2748398780822754,0.22504305839538574,0.28694605827331543
0.3923671245574951,0.2541329860687256,0.2539060115814209
0.27304601669311523,0.254669189453125,0.2611510753631592
0.3124430179595947,0.22044706344604492,0.2673220634460449
0.2960031032562256,0.227219820022583,0.2677149772644043
0.2466411590576172,0.22274088859558105,0.26178979873657227
0.24803400039672852,0.21585416793823242,0.28922295570373535
0.23186397552490234,0.22902393341064453,0.281890869140625
0.2741541862487793,0.3062269687652588,0.29744696617126465
0.2589869499206543,0.27336883544921875,0.36827588081359863
0.23508286476135254,0.35632896423339844,0.3303260803222656
0.24548912048339844,0.21710705757141113,0.2502920627593994
0.210615873336792,0.2246389389038086,0.2519049644470215
0.2288341522216797,0.21717596054077148,0.5869929790496826
0.2632310390472412,0.21062898635864258,0.3375840187072754
0.24787592887878418,0.26407504081726074,0.31824207305908203
0.27382683753967285,0.22644996643066406,0.37331104278564453
0.22592902183532715,0.21892786026000977,0.37436795234680176
0.22206616401672363,0.2178812026977539,0.26523494720458984
0.2679100036621094,0.27706408500671387,0.35516881942749023
0.3055398464202881,0.25132107734680176,0.26250386238098145
0.23807501792907715,0.21955108642578125,0.27691006660461426
0.24378585815429688,0.2672889232635498,0.34520506858825684
0.30559682846069336,0.25009799003601074,0.3560919761657715
0.3131570816040039,0.3202989101409912,0.31473803520202637
0.2445220947265625,0.2854290008544922,0.32074689865112305
0.26409196853637695,0.21799111366271973,0.25756382942199707
0.24309921264648438,0.20998597145080566,0.25783801078796387
0.23354816436767578,0.2275559902191162,0.25926709175109863
0.3656740188598633,0.26863908767700195,0.26329708099365234
0.248121976852417,0.24301409721374512,0.2757751941680908
0.423961877822876,0.21152210235595703,0.273252010345459
0.2865138053894043,0.21695804595947266,0.25089287757873535
0.25644397735595703,0.21974515914916992,0.25908684730529785
0.2797431945800781,0.2204430103302002,0.4100360870361328
0.3263728618621826,0.23959994316101074,0.27454209327697754
0.29671502113342285,0.21448802947998047,0.2685201168060303
0.2592449188232422,0.23165202140808105,0.26084399223327637
0.24309992790222168,0.20639991760253906,0.26460790634155273
0.2772707939147949,0.22297000885009766,0.26183104515075684
0.275285005569458,0.21998286247253418,0.27486300468444824
0.4327430725097656,0.2239389419555664,0.279163122177124
0.27892088890075684,0.2222909927368164,0.26400089263916016
0.2990760803222656,0.21989798545837402,0.2989528179168701
0.3654348850250244,0.22034716606140137,0.26171207427978516
0.2741849422454834,0.28655409812927246,0.26264095306396484
0.28992700576782227,0.21243906021118164,0.2545430660247803
0.31396007537841797,0.21640586853027344,0.25892210006713867
0.26682400703430176,0.3088998794555664,0.26504993438720703
0.2921748161315918,0.2529480457305908,0.27774786949157715
0.2806851863861084,0.21590805053710938,0.295090913772583
0.2846558094024658,0.23574495315551758,0.2982509136199951
0.30073118209838867,0.31803417205810547,0.2698249816894531
0.27826404571533203,0.21216702461242676,0.25111818313598633
0.22145605087280273,0.21853995323181152,0.2798581123352051
0.2805750370025635,0.21860909461975098,0.27405214309692383
0.27292799949645996,0.2865109443664551,0.28438496589660645
0.2821230888366699,0.20700812339782715,0.2501509189605713
0.28653502464294434,0.2168879508972168,0.25735902786254883
0.2799110412597656,0.2060680389404297,0.26422691345214844
0.2888011932373047,0.21109700202941895,0.25722217559814453
0.27708888053894043,0.2070760726928711,0.2517211437225342
0.28704404830932617,0.22373509407043457,0.3038971424102783
0.3586909770965576,0.22215604782104492,0.2653160095214844
0.3101351261138916,0.21001100540161133,0.27790379524230957
0.22482705116271973,0.20761609077453613,0.25219082832336426
0.29484987258911133,0.2122349739074707,0.25211191177368164
0.2817990779876709,0.20638608932495117,0.2680830955505371
0.28969788551330566,0.21638703346252441,0.2836470603942871
0.3099360466003418,0.20577502250671387,0.2496199607849121
0.2957499027252197,0.20831894874572754,0.26876306533813477
0.2923760414123535,0.30479001998901367,0.31255412101745605
0.3083069324493408,0.21314001083374023,0.26024699211120605
0.29471397399902344,0.22243595123291016,0.2830030918121338
0.2824130058288574,0.2330641746520996,0.2889750003814697
