juggling,block_swap,reversal
0.16434407234191895,0.4855539798736572,0.2764699459075928
0.15517807006835938,0.3494250774383545,0.2500190734863281
0.1710951328277588,0.29781198501586914,0.2526240348815918
0.1694960594177246,0.282728910446167,0.2601430416107178
0.16801190376281738,0.2581760883331299,0.26044201850891113
0.21289682388305664,0.2491750717163086,0.2521359920501709
0.18131089210510254,0.26529979705810547,0.2524220943450928
0.17672204971313477,0.24151396751403809,0.26038193702697754
0.1855478286743164,0.24283909797668457,0.24880719184875488
0.18757295608520508,0.24729204177856445,0.2520430088043213
0.17792201042175293,0.22705292701721191,0.2722029685974121
0.2010059356689453,0.2270209789276123,0.2547187805175781
0.19811487197875977,0.22907400131225586,0.25428104400634766
0.19648003578186035,0.2206439971923828,0.2669529914855957
0.20908689498901367,0.21742010116577148,0.24858808517456055
0.21941304206848145,0.21763396263122559,0.25365304946899414
0.21578001976013184,0.2205369472503662,0.25990915298461914
0.20851707458496094,0.21401309967041016,0.2550499439239502
0.23308801651000977,0.22546696662902832,0.24711394309997559
0.237929105758667,0.2285170555114746,0.25331687927246094
0.25389814376831055,0.2270679473876953,0.2645077705383301
0.26818394660949707,0.21738910675048828,0.2501990795135498
0.2788410186767578,0.22218108177185059,0.25495409965515137
0.2743818759918213,0.22342801094055176,0.2533419132232666
0.2674551010131836,0.22305893898010254,0.2749309539794922
0.2726609706878662,0.20903587341308594,0.24900484085083008
0.27434515953063965,0.2139899730682373,0.2557961940765381
0.263092041015625,0.22326087951660156,0.2486720085144043
0.2593810558319092,0.21415090560913086,0.2613677978515625
0.2669978141784668,0.20945405960083008,0.24923992156982422
0.23661494255065918,0.24291205406188965,0.2599501609802246
0.22572588920593262,0.20768213272094727,0.27341198921203613
0.24152278900146484,0.21543192863464355,0.2513890266418457
0.24675488471984863,0.20723915100097656,0.24822998046875
0.2312760353088379,0.21939802169799805,0.2619619369506836
0.2210230827331543,0.21108293533325195,0.27408385276794434
0.2218029499053955,0.21157002449035645,0.25537705421447754
0.20115017890930176,0.22374486923217773,0.24802112579345703
0.19532394409179688,0.2074141502380371,0.2780001163482666
0.20897197723388672,0.2244870662689209,0.2503690719604492
0.18848800659179688,0.21850085258483887,0.248978853225708
0.22303295135498047,0.2125411033630371,0.2627131938934326
0.21519994735717773,0.21349596977233887,0.2510840892791748
0.2285170555114746,0.21437406539916992,0.2667582035064697
0.21704578399658203,0.20688199996948242,0.2807800769805908
0.2261948585510254,0.20796799659729004,0.2563598155975342
0.2261638641357422,0.2124011516571045,0.25397419929504395
0.22666597366333008,0.21742510795593262,0.25557780265808105
0.24198389053344727,0.20801401138305664,0.2500760555267334
0.22347593307495117,0.21152997016906738,0.25299596786499023
0.23702406883239746,0.21738600730895996,0.24854087829589844
0.2293109893798828,0.20579099655151367,0.2625751495361328
0.23002910614013672,0.20928502082824707,0.24923300743103027
0.2240760326385498,0.2266848087310791,0.2596590518951416
0.2547578811645508,0.2120051383972168,0.2721881866455078
0.35831189155578613,0.2093040943145752,0.27617692947387695
0.2468738555908203,0.21265816688537598,0.2561929225921631
0.26062607765197754,0.20396018028259277,0.2683219909667969
0.257033109664917,0.21184897422790527,0.2603740692138672
0.26058197021484375,0.20370912551879883,0.2488410472869873
0.2856099605560303,0.209367036819458,0.24720096588134766
0.25098109245300293,0.2148129940032959,0.25480103492736816
0.20649099349975586,0.2103431224822998,0.2658059597015381
0.23787689208984375,0.20368218421936035,0.248460054397583
0.2850301265716553,0.21099495887756348,0.2617969512939453
0.27469420433044434,0.21990299224853516,0.25806617736816406
0.26764607429504395,0.2101740837097168,0.26876211166381836
0.279461145401001,0.20420002937316895,0.24892592430114746
0.28386521339416504,0.21482110023498535,0.2546041011810303
0.27542614936828613,0.21792888641357422,0.24894094467163086
0.2625560760498047,0.2091810703277588,0.2478199005126953
0.27800917625427246,0.20518803596496582,0.25822997093200684
0.30932092666625977,0.21553397178649902,0.25532007217407227
0.30168795585632324,0.2551259994506836,0.2643470764160156
0.2964339256286621,0.2193160057067871,0.26801300048828125
0.2767469882965088,0.21063899993896484,0.2593870162963867
0.2627420425415039,0.2510519027709961,0.2704648971557617
0.3058311939239502,0.22656607627868652,0.26407599449157715
0.29907894134521484,0.24233007431030273,0.30951404571533203
0.30377817153930664,0.24524617195129395,0.33081817626953125
0.2860419750213623,0.21331405639648438,0.2758450508117676
0.2819051742553711,0.22131991386413574,0.3623979091644287
0.49159693717956543,0.3003270626068115,0.2563591003417969
0.34697890281677246,0.3298070430755615,0.47672510147094727
0.3142220973968506,0.3576931953430176,0.4746689796447754
0.5968039035797119,0.26489901542663574,0.26476597785949707
0.3855171203613281,0.35826706886291504,0.5099291801452637
0.3852570056915283,0.27901387214660645,0.25820398330688477
0.2730848789215088,0.2105391025543213,0.29192209243774414
0.3024609088897705,0.22060799598693848,0.28656697273254395
0.2707791328430176,0.21834802627563477,0.2649071216583252
0.31063294410705566,0.20912814140319824,0.30837202072143555
0.5357730388641357,0.30150413513183594,0.31127214431762695
0.32594990730285645,0.22113800048828125,0.3124110698699951
0.36040687561035156,0.3977541923522949,0.3755371570587158
0.34896087646484375,0.22576403617858887,0.2696518898010254
0.2863888740539551,0.2748830318450928,0.33490896224975586
0.30129289627075195,0.2234811782836914,0.25680112838745117
0.2797210216522217,0.20972919464111328,0.2780270576477051
0.28559398651123047,0.2147660255432129,0.35169100761413574
